TCS,PHASE,LAST_UPDATED,PHASE_STATUS,PHASE_PED_STATUS,PHASE_HOLD,PHASE_CALL,PHASE_OMIT,PHASE_PED_CALL,PHASE_PED_OMIT,PHASE_STATUS_TEXT,PHASE_PED_STATUS_TEXT,PHASE_CALL_TEXT
829,2,2024-06-20T14:53:17Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
829,2,2024-06-20T14:53:17Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
829,6,2024-06-20T14:53:17Z,8,2,,3,,,,Green Termination,Begin Clearance,Ped Registered
829,6,2024-06-20T14:53:17Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
829,6,2024-06-20T14:53:17Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
829,6,2024-06-20T14:53:17Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
815,2,2024-06-20T14:53:17Z,8,3,,3,,,,Green Termination,Begin Solid Dont Walk,Ped Registered
815,2,2024-06-20T14:53:17Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
815,2,2024-06-20T14:53:17Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
815,6,2024-06-20T14:53:17Z,8,3,,3,,,,Green Termination,Begin Solid Dont Walk,Ped Registered
815,6,2024-06-20T14:53:17Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
815,6,2024-06-20T14:53:17Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
443,4,2024-06-20T14:53:17Z,2,3,,3,,,,Begin Green,Begin Solid Dont Walk,Ped Registered
443,4,2024-06-20T14:53:17Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
573,4,2024-06-20T14:53:17Z,10,1,,2,,,,End Yellow Clearance,Begin Walk,Dropped
573,8,2024-06-20T14:53:17Z,10,1,,2,,,,End Yellow Clearance,Begin Walk,Dropped
777,3,2024-06-20T15:03:35Z,10,,,1,,,,End Yellow Clearance,,Registered
777,3,2024-06-20T15:03:35Z,10,,,1,,,,End Yellow Clearance,,Registered
778,2,2024-06-20T15:03:35Z,2,1,,,,,,Begin Green,Begin Walk,
778,2,2024-06-20T15:03:35Z,2,1,,,,,,Begin Green,Begin Walk,
862,4,2024-06-20T15:03:35Z,10,3,,3,,,,End Yellow Clearance,Begin Solid Dont Walk,Ped Registered
862,8,2024-06-20T15:03:35Z,10,3,,3,,,,End Yellow Clearance,Begin Solid Dont Walk,Ped Registered
863,2,2024-06-20T15:03:35Z,2,3,,3,,,,Begin Green,Begin Solid Dont Walk,Ped Registered
863,6,2024-06-20T15:03:35Z,2,3,,3,,,,Begin Green,Begin Solid Dont Walk,Ped Registered
890,4,2024-06-20T15:03:35Z,9,1,,1,,,,Begin Yellow Clearance,Begin Walk,Registered
890,8,2024-06-20T15:03:35Z,9,1,,1,,,,Begin Yellow Clearance,Begin Walk,Registered
142,4,2024-06-20T15:03:35Z,10,,,2,,,,End Yellow Clearance,,Dropped
328,1,2024-06-20T15:03:35Z,8,,,2,,,,Green Termination,,Dropped
328,1,2024-06-20T15:03:35Z,9,,,2,,,,Begin Yellow Clearance,,Dropped
328,1,2024-06-20T15:03:35Z,9,,,1,,,,Begin Yellow Clearance,,Registered
279,5,2024-06-20T15:03:35Z,2,,,1,,,,Begin Green,,Registered
905,4,2024-06-20T15:03:35Z,10,3,,3,,,,End Yellow Clearance,Begin Solid Dont Walk,Ped Registered
905,8,2024-06-20T15:03:35Z,10,3,,3,,,,End Yellow Clearance,Begin Solid Dont Walk,Ped Registered
942,3,2024-06-20T15:03:35Z,10,,,1,,,,End Yellow Clearance,,Registered
942,7,2024-06-20T15:03:35Z,10,,,1,,,,End Yellow Clearance,,Registered
140,4,2024-06-20T15:03:35Z,10,3,,1,,,,End Yellow Clearance,Begin Solid Dont Walk,Registered
140,8,2024-06-20T15:03:35Z,10,3,,1,,,,End Yellow Clearance,Begin Solid Dont Walk,Registered
141,2,2024-06-20T15:03:35Z,10,2,,2,,,,End Yellow Clearance,Begin Clearance,Dropped
141,6,2024-06-20T15:03:35Z,10,2,,2,,,,End Yellow Clearance,Begin Clearance,Dropped
679,2,2024-06-20T15:03:35Z,10,2,,3,,,,End Yellow Clearance,Begin Clearance,Ped Registered
679,6,2024-06-20T15:03:35Z,10,2,,3,,,,End Yellow Clearance,Begin Clearance,Ped Registered
400,3,2024-06-20T15:03:35Z,10,,,2,,,,End Yellow Clearance,,Dropped
400,7,2024-06-20T15:03:35Z,2,,,2,,,,Begin Green,,Dropped
397,4,2024-06-20T15:03:35Z,10,3,,3,,,,End Yellow Clearance,Begin Solid Dont Walk,Ped Registered
397,8,2024-06-20T15:03:35Z,10,3,,3,,,,End Yellow Clearance,Begin Solid Dont Walk,Ped Registered
854,2,2024-06-20T15:03:35Z,8,1,,,,,,Green Termination,Begin Walk,
854,2,2024-06-20T15:03:35Z,9,1,,,,,,Begin Yellow Clearance,Begin Walk,
854,2,2024-06-20T15:03:35Z,9,3,,,,,,Begin Yellow Clearance,Begin Solid Dont Walk,
854,6,2024-06-20T15:03:35Z,8,1,,,,,,Green Termination,Begin Walk,
854,6,2024-06-20T15:03:35Z,9,1,,,,,,Begin Yellow Clearance,Begin Walk,
854,6,2024-06-20T15:03:35Z,9,3,,,,,,Begin Yellow Clearance,Begin Solid Dont Walk,
219,4,2024-06-20T15:03:35Z,2,1,,1,,,,Begin Green,Begin Walk,Registered
219,4,2024-06-20T15:03:35Z,2,1,,2,,,,Begin Green,Begin Walk,Dropped
219,8,2024-06-20T15:03:35Z,2,1,,1,,,,Begin Green,Begin Walk,Registered
219,8,2024-06-20T15:03:35Z,2,1,,2,,,,Begin Green,Begin Walk,Dropped
310,4,2024-06-20T15:03:35Z,10,1,,1,,,,End Yellow Clearance,Begin Walk,Registered
310,8,2024-06-20T15:03:35Z,10,1,,1,,,,End Yellow Clearance,Begin Walk,Registered
614,4,2024-06-20T15:03:35Z,8,3,,1,,,,Green Termination,Begin Solid Dont Walk,Registered
614,4,2024-06-20T15:03:35Z,9,3,,1,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Registered
614,4,2024-06-20T15:03:35Z,9,3,,1,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Registered
614,8,2024-06-20T15:03:35Z,8,3,,1,,,,Green Termination,Begin Solid Dont Walk,Registered
614,8,2024-06-20T15:03:35Z,9,3,,1,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Registered
614,8,2024-06-20T15:03:35Z,9,3,,1,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Registered
804,4,2024-06-20T15:03:35Z,8,1,,2,,,,Green Termination,Begin Walk,Dropped
804,4,2024-06-20T15:03:35Z,9,1,,2,,,,Begin Yellow Clearance,Begin Walk,Dropped
804,4,2024-06-20T15:03:35Z,9,3,,2,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Dropped
804,4,2024-06-20T15:03:35Z,9,3,,1,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Registered
804,8,2024-06-20T15:03:35Z,8,1,,2,,,,Green Termination,Begin Walk,Dropped
804,8,2024-06-20T15:03:35Z,9,1,,2,,,,Begin Yellow Clearance,Begin Walk,Dropped
804,8,2024-06-20T15:03:35Z,9,3,,2,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Dropped
873,2,2024-06-20T15:03:35Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
873,6,2024-06-20T15:03:35Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
894,5,2024-06-20T15:03:35Z,9,,,1,,,,Begin Yellow Clearance,,Registered
45,4,2024-06-20T15:03:35Z,10,3,,2,,,,End Yellow Clearance,Begin Solid Dont Walk,Dropped
45,8,2024-06-20T15:03:35Z,10,3,,2,,,,End Yellow Clearance,Begin Solid Dont Walk,Dropped
271,2,2024-06-20T15:03:35Z,10,2,,3,,,,End Yellow Clearance,Begin Clearance,Ped Registered
271,6,2024-06-20T15:03:35Z,10,2,,3,,,,End Yellow Clearance,Begin Clearance,Ped Registered
300,2,2024-06-20T15:03:35Z,10,3,,3,,,,End Yellow Clearance,Begin Solid Dont Walk,Ped Registered
300,6,2024-06-20T15:03:35Z,10,3,,3,,,,End Yellow Clearance,Begin Solid Dont Walk,Ped Registered
509,4,2024-06-20T15:03:35Z,10,1,,2,,,,End Yellow Clearance,Begin Walk,Dropped
509,8,2024-06-20T15:03:35Z,10,1,,2,,,,End Yellow Clearance,Begin Walk,Dropped
826,4,2024-06-20T15:03:35Z,8,1,,3,,,,Green Termination,Begin Walk,Ped Registered
826,4,2024-06-20T15:03:35Z,9,1,,3,,,,Begin Yellow Clearance,Begin Walk,Ped Registered
826,4,2024-06-20T15:03:35Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
826,8,2024-06-20T15:03:35Z,8,1,,3,,,,Green Termination,Begin Walk,Ped Registered
826,8,2024-06-20T15:03:35Z,9,1,,3,,,,Begin Yellow Clearance,Begin Walk,Ped Registered
826,8,2024-06-20T15:03:35Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
572,2,2024-06-20T15:03:35Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
572,6,2024-06-20T15:03:35Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
864,3,2024-06-20T15:03:35Z,2,,,1,,,,Begin Green,,Registered
735,4,2024-06-20T15:03:35Z,2,2,,1,,,,Begin Green,Begin Clearance,Registered
735,8,2024-06-20T15:03:35Z,2,2,,1,,,,Begin Green,Begin Clearance,Registered
751,2,2024-06-20T15:03:35Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
751,4,2024-06-20T15:03:35Z,10,1,,3,,,,End Yellow Clearance,Begin Walk,Ped Registered
751,6,2024-06-20T15:03:35Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
751,7,2024-06-20T15:03:35Z,10,,,1,,,,End Yellow Clearance,,Registered
751,8,2024-06-20T15:03:35Z,10,1,,3,,,,End Yellow Clearance,Begin Walk,Ped Registered
760,5,2024-06-20T15:03:35Z,8,,,1,,,,Green Termination,,Registered
760,5,2024-06-20T15:03:35Z,9,,,1,,,,Begin Yellow Clearance,,Registered
760,5,2024-06-20T15:03:35Z,9,,,1,,,,Begin Yellow Clearance,,Registered
899,2,2024-06-20T15:03:35Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
899,2,2024-06-20T15:03:35Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
899,4,2024-06-20T15:03:35Z,9,3,,1,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Registered
899,5,2024-06-20T15:03:35Z,10,,,1,,,,End Yellow Clearance,,Registered
899,6,2024-06-20T15:03:35Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
25,8,2024-06-20T15:17:36Z,8,3,,1,,,,Green Termination,Begin Solid Dont Walk,Registered
25,8,2024-06-20T15:17:36Z,9,3,,1,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Registered
25,8,2024-06-20T15:17:36Z,9,3,,1,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Registered
25,10,2024-06-20T15:17:36Z,8,3,,1,,,,Green Termination,Begin Solid Dont Walk,Registered
25,10,2024-06-20T15:17:36Z,9,3,,1,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Registered
25,10,2024-06-20T15:17:36Z,9,3,,1,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Registered
165,5,2024-06-20T15:17:36Z,8,,,1,,,,Green Termination,,Registered
165,5,2024-06-20T15:17:36Z,9,,,1,,,,Begin Yellow Clearance,,Registered
195,4,2024-06-20T15:17:36Z,10,3,,1,,,,End Yellow Clearance,Begin Solid Dont Walk,Registered
195,8,2024-06-20T15:17:36Z,10,3,,1,,,,End Yellow Clearance,Begin Solid Dont Walk,Registered
601,4,2024-06-20T15:17:36Z,8,3,,3,,,,Green Termination,Begin Solid Dont Walk,Ped Registered
601,4,2024-06-20T15:17:36Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
601,4,2024-06-20T15:17:36Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
601,8,2024-06-20T15:17:36Z,8,3,,3,,,,Green Termination,Begin Solid Dont Walk,Ped Registered
601,8,2024-06-20T15:17:36Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
601,8,2024-06-20T15:17:36Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
511,2,2024-06-20T15:17:36Z,10,1,,3,,,,End Yellow Clearance,Begin Walk,Ped Registered
511,6,2024-06-20T15:17:36Z,10,1,,3,,,,End Yellow Clearance,Begin Walk,Ped Registered
779,4,2024-06-20T15:17:36Z,10,3,,1,,,,End Yellow Clearance,Begin Solid Dont Walk,Registered
779,8,2024-06-20T15:17:36Z,10,3,,1,,,,End Yellow Clearance,Begin Solid Dont Walk,Registered
882,8,2024-06-20T15:17:36Z,10,,,1,,,,End Yellow Clearance,,Registered
191,4,2024-06-20T15:17:36Z,10,3,,3,,,,End Yellow Clearance,Begin Solid Dont Walk,Ped Registered
191,8,2024-06-20T15:17:36Z,10,3,,3,,,,End Yellow Clearance,Begin Solid Dont Walk,Ped Registered
486,1,2024-06-20T15:17:36Z,10,,,2,,,,End Yellow Clearance,,Dropped
486,5,2024-06-20T15:17:36Z,10,,,1,,,,End Yellow Clearance,,Registered
166,4,2024-06-20T15:17:36Z,10,3,,3,,,,End Yellow Clearance,Begin Solid Dont Walk,Ped Registered
166,4,2024-06-20T15:17:36Z,10,3,,1,,,,End Yellow Clearance,Begin Solid Dont Walk,Registered
166,8,2024-06-20T15:17:36Z,10,3,,3,,,,End Yellow Clearance,Begin Solid Dont Walk,Ped Registered
166,8,2024-06-20T15:17:36Z,10,3,,1,,,,End Yellow Clearance,Begin Solid Dont Walk,Registered
709,4,2024-06-20T15:17:36Z,2,1,,1,,,,Begin Green,Begin Walk,Registered
709,4,2024-06-20T15:17:36Z,2,1,,1,,,,Begin Green,Begin Walk,Registered
520,4,2024-06-20T15:17:36Z,8,1,,1,,,,Green Termination,Begin Walk,Registered
520,4,2024-06-20T15:17:36Z,9,1,,1,,,,Begin Yellow Clearance,Begin Walk,Registered
520,4,2024-06-20T15:17:36Z,9,1,,1,,,,Begin Yellow Clearance,Begin Walk,Registered
520,8,2024-06-20T15:17:36Z,8,1,,1,,,,Green Termination,Begin Walk,Registered
520,8,2024-06-20T15:17:36Z,9,1,,1,,,,Begin Yellow Clearance,Begin Walk,Registered
520,8,2024-06-20T15:17:36Z,9,1,,1,,,,Begin Yellow Clearance,Begin Walk,Registered
962,4,2024-06-20T15:17:36Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
962,4,2024-06-20T15:17:36Z,2,1,,2,,,,Begin Green,Begin Walk,Dropped
962,8,2024-06-20T15:17:36Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
962,8,2024-06-20T15:17:36Z,2,1,,2,,,,Begin Green,Begin Walk,Dropped
791,2,2024-06-20T15:17:36Z,10,3,,3,,,,End Yellow Clearance,Begin Solid Dont Walk,Ped Registered
791,6,2024-06-20T15:17:36Z,10,3,,3,,,,End Yellow Clearance,Begin Solid Dont Walk,Ped Registered
426,4,2024-06-20T15:17:36Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
426,8,2024-06-20T15:17:36Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
369,4,2024-06-20T15:17:36Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
369,8,2024-06-20T15:17:36Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
493,4,2024-06-20T15:17:36Z,10,2,,3,,,,End Yellow Clearance,Begin Clearance,Ped Registered
493,4,2024-06-20T15:17:36Z,10,2,,3,,,,End Yellow Clearance,Begin Clearance,Ped Registered
493,7,2024-06-20T15:17:36Z,2,,,2,,,,Begin Green,,Dropped
71,4,2024-06-20T15:17:36Z,8,1,,1,,,,Green Termination,Begin Walk,Registered
71,4,2024-06-20T15:17:36Z,9,1,,1,,,,Begin Yellow Clearance,Begin Walk,Registered
71,4,2024-06-20T15:17:36Z,9,3,,1,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Registered
71,8,2024-06-20T15:17:36Z,8,1,,1,,,,Green Termination,Begin Walk,Registered
71,8,2024-06-20T15:17:36Z,9,1,,1,,,,Begin Yellow Clearance,Begin Walk,Registered
71,8,2024-06-20T15:17:36Z,9,3,,1,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Registered
440,5,2024-06-20T15:17:36Z,10,,,2,,,,End Yellow Clearance,,Dropped
622,4,2024-06-20T15:17:36Z,9,2,,2,,,,Begin Yellow Clearance,Begin Clearance,Dropped
622,8,2024-06-20T15:17:36Z,9,1,,2,,,,Begin Yellow Clearance,Begin Walk,Dropped
391,1,2024-06-20T15:17:36Z,10,,,2,,,,End Yellow Clearance,,Dropped
302,4,2024-06-20T15:17:36Z,10,1,,,,,,End Yellow Clearance,Begin Walk,
302,8,2024-06-20T15:17:36Z,10,1,,,,,,End Yellow Clearance,Begin Walk,
389,2,2024-06-20T15:17:36Z,10,2,,3,,,,End Yellow Clearance,Begin Clearance,Ped Registered
389,6,2024-06-20T15:17:36Z,10,2,,3,,,,End Yellow Clearance,Begin Clearance,Ped Registered
529,1,2024-06-20T15:17:36Z,10,,,2,,,,End Yellow Clearance,,Dropped
846,2,2024-06-20T15:17:36Z,10,1,,3,,,,End Yellow Clearance,Begin Walk,Ped Registered
846,6,2024-06-20T15:17:36Z,10,1,,3,,,,End Yellow Clearance,Begin Walk,Ped Registered
491,5,2024-06-20T15:17:36Z,10,,,2,,,,End Yellow Clearance,,Dropped
991,2,2024-06-20T15:17:36Z,10,2,,3,,,,End Yellow Clearance,Begin Clearance,Ped Registered
991,6,2024-06-20T15:17:36Z,10,2,,3,,,,End Yellow Clearance,Begin Clearance,Ped Registered
157,2,2024-06-20T15:17:36Z,8,1,,3,,,,Green Termination,Begin Walk,Ped Registered
157,2,2024-06-20T15:17:36Z,9,1,,3,,,,Begin Yellow Clearance,Begin Walk,Ped Registered
157,2,2024-06-20T15:17:36Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
157,2,2024-06-20T15:17:36Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
157,6,2024-06-20T15:17:36Z,8,1,,3,,,,Green Termination,Begin Walk,Ped Registered
157,6,2024-06-20T15:17:36Z,9,1,,3,,,,Begin Yellow Clearance,Begin Walk,Ped Registered
157,6,2024-06-20T15:17:36Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
157,6,2024-06-20T15:17:36Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
412,1,2024-06-20T15:17:36Z,2,,,1,,,,Begin Green,,Registered
414,2,2024-06-20T15:17:36Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
414,2,2024-06-20T15:17:36Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
414,5,2024-06-20T15:17:36Z,2,,,2,,,,Begin Green,,Dropped
414,5,2024-06-20T15:17:36Z,2,,,2,,,,Begin Green,,Dropped
416,2,2024-06-20T15:17:36Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
416,3,2024-06-20T15:17:36Z,2,,,1,,,,Begin Green,,Registered
416,6,2024-06-20T15:17:36Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
367,2,2024-06-20T15:28:04Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
367,2,2024-06-20T15:28:04Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
367,2,2024-06-20T15:28:04Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
367,6,2024-06-20T15:28:04Z,8,2,,3,,,,Green Termination,Begin Clearance,Ped Registered
367,6,2024-06-20T15:28:04Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
367,6,2024-06-20T15:28:04Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
367,6,2024-06-20T15:28:04Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
348,4,2024-06-20T15:28:04Z,10,2,,2,,,,End Yellow Clearance,Begin Clearance,Dropped
348,8,2024-06-20T15:28:04Z,10,2,,2,,,,End Yellow Clearance,Begin Clearance,Dropped
654,4,2024-06-20T15:28:04Z,2,2,,2,,,,Begin Green,Begin Clearance,Dropped
286,8,2024-06-20T15:28:04Z,,,,1,,,,,,Registered
364,2,2024-06-20T15:28:04Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
364,6,2024-06-20T15:28:04Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
362,2,2024-06-20T15:28:04Z,2,1,,1,,,,Begin Green,Begin Walk,Registered
362,2,2024-06-20T15:28:04Z,2,1,,1,,,,Begin Green,Begin Walk,Registered
362,6,2024-06-20T15:28:04Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
362,6,2024-06-20T15:28:04Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
849,2,2024-06-20T15:28:04Z,10,1,,3,,,,End Yellow Clearance,Begin Walk,Ped Registered
849,6,2024-06-20T15:28:04Z,10,1,,3,,,,End Yellow Clearance,Begin Walk,Ped Registered
16,4,2024-06-20T15:28:04Z,9,2,,2,,,,Begin Yellow Clearance,Begin Clearance,Dropped
16,8,2024-06-20T15:28:04Z,9,2,,2,,,,Begin Yellow Clearance,Begin Clearance,Dropped
70,2,2024-06-20T15:28:04Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
70,2,2024-06-20T15:28:04Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
70,6,2024-06-20T15:28:04Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
70,6,2024-06-20T15:28:04Z,2,1,,3,,,,Begin Green,Begin Walk,Ped Registered
496,2,2024-06-20T15:28:04Z,8,1,,3,,,,Green Termination,Begin Walk,Ped Registered
496,2,2024-06-20T15:28:04Z,9,1,,3,,,,Begin Yellow Clearance,Begin Walk,Ped Registered
496,2,2024-06-20T15:28:04Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
545,4,2024-06-20T15:28:04Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
545,8,2024-06-20T15:28:04Z,2,2,,3,,,,Begin Green,Begin Clearance,Ped Registered
606,4,2024-06-20T15:28:04Z,8,2,,1,,,,Green Termination,Begin Clearance,Registered
606,4,2024-06-20T15:28:04Z,9,2,,1,,,,Begin Yellow Clearance,Begin Clearance,Registered
606,4,2024-06-20T15:28:04Z,9,3,,1,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Registered
606,4,2024-06-20T15:28:04Z,9,3,,1,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Registered
606,8,2024-06-20T15:28:04Z,8,2,,1,,,,Green Termination,Begin Clearance,Registered
606,8,2024-06-20T15:28:04Z,9,2,,1,,,,Begin Yellow Clearance,Begin Clearance,Registered
606,8,2024-06-20T15:28:04Z,9,3,,1,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Registered
606,8,2024-06-20T15:28:04Z,9,3,,1,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Registered
750,1,2024-06-20T15:28:04Z,2,,,1,,,,Begin Green,,Registered
750,1,2024-06-20T15:28:04Z,2,,,2,,,,Begin Green,,Dropped
750,5,2024-06-20T15:28:04Z,2,,,2,,,,Begin Green,,Dropped
750,5,2024-06-20T15:28:04Z,2,,,2,,,,Begin Green,,Dropped
889,2,2024-06-20T15:28:04Z,8,3,,3,,,,Green Termination,Begin Solid Dont Walk,Ped Registered
889,2,2024-06-20T15:28:04Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
889,2,2024-06-20T15:28:04Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
889,6,2024-06-20T15:28:04Z,8,3,,3,,,,Green Termination,Begin Solid Dont Walk,Ped Registered
889,6,2024-06-20T15:28:04Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
889,6,2024-06-20T15:28:04Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
990,2,2024-06-20T15:28:04Z,2,3,,3,,,,Begin Green,Begin Solid Dont Walk,Ped Registered
990,6,2024-06-20T15:28:04Z,2,3,,3,,,,Begin Green,Begin Solid Dont Walk,Ped Registered
383,2,2024-06-20T15:28:04Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
383,4,2024-06-20T15:28:04Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
383,6,2024-06-20T15:28:04Z,9,2,,3,,,,Begin Yellow Clearance,Begin Clearance,Ped Registered
383,8,2024-06-20T15:28:04Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
905,2,2024-06-20T15:28:04Z,8,3,,3,,,,Green Termination,Begin Solid Dont Walk,Ped Registered
905,2,2024-06-20T15:28:04Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
905,2,2024-06-20T15:28:04Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
732,3,2024-06-20T15:28:04Z,2,,,1,,,,Begin Green,,Registered
732,3,2024-06-20T15:28:04Z,2,,,2,,,,Begin Green,,Dropped
732,7,2024-06-20T15:28:04Z,2,,,1,,,,Begin Green,,Registered
732,7,2024-06-20T15:28:04Z,2,,,2,,,,Begin Green,,Dropped
756,2,2024-06-20T15:28:04Z,8,3,,3,,,,Green Termination,Begin Solid Dont Walk,Ped Registered
756,2,2024-06-20T15:28:04Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
756,2,2024-06-20T15:28:04Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
756,2,2024-06-20T15:28:04Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
756,6,2024-06-20T15:28:04Z,8,3,,3,,,,Green Termination,Begin Solid Dont Walk,Ped Registered
756,6,2024-06-20T15:28:04Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
756,6,2024-06-20T15:28:04Z,9,3,,3,,,,Begin Yellow Clearance,Begin Solid Dont Walk,Ped Registered
140,3,2024-06-20T15:28:04Z,9,,,2,,,,Begin Yellow Clearance,,Dropped
141,2,2024-06-20T15:28:04Z,10,2,,2,,,,End Yellow Clearance,Begin Clearance,Dropped
141,6,2024-06-20T15:28:04Z,10,2,,2,,,,End Yellow Clearance,Begin Clearance,Dropped
421,2,2024-06-20T15:28:04Z,2,3,,3,,,,Begin Green,Begin Solid Dont Walk,Ped Registered
421,6,2024-06-20T15:28:04Z,2,3,,3,,,,Begin Green,Begin Solid Dont Walk,Ped Registered
104,4,2024-06-20T15:28:04Z,8,3,,1,,,,Green Termination,Begin Solid Dont Walk,Registered
